"Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","Hour","Day"
"2015-00072839",2015-12-15 07:00:00,"COLLEGE AVE / ALCATRAZ AVE","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",7,"3"
"2015-00072856",2015-12-15 09:14:00,"HENRY ST / CEDAR ST","T","",1,"HF2TCN","Hispanic","Female","18-29","Traffic","Citation","No Search",9,"3"
"2015-00072870",2015-12-15 10:56:00,"M L KING JR WAY / DWIGHT WAY","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",10,"3"
"2015-00072886",2015-12-15 12:12:00,"UNIVERSITY AVE / TENTH ST","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",12,"3"
"2015-00072887",2015-12-15 12:14:00,"SEVENTH ST / POTTER ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",12,"3"
"2015-00072888",2015-12-15 12:13:00,"TELEGRAPH AVE / RUSSELL ST","T","",1,"AM2TCN","Asian","Male","18-29","Traffic","Citation","No Search",12,"3"
"2015-00072891",2015-12-15 12:23:00,"NINTH ST / ASHBY AVE","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",12,"3"
"2015-00072893",2015-12-15 12:26:00,"ASHBY AVE / TELEGRAPH AVE","T","",1,"OF4TWN","Other","Female","40+","Traffic","Warning","No Search",12,"3"
"2015-00072894",2015-12-15 12:28:00,"EIGHTH ST / UNIVERSITY AVE","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",12,"3"
"2015-00072895",2015-12-15 12:29:00,"BELROSE AVE / DERBY ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",12,"3"
"2015-00072897",2015-12-15 12:36:00,"SAN PABLO AVE / BANCROFT WAY","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",12,"3"
"2015-00072899",2015-12-15 12:39:00,"DERBY ST / CLAREMONT BLVD","T","",1,"AF3TWS","Asian","Female","30-39","Traffic","Warning","Search",12,"3"
"2015-00072900",2015-12-15 12:46:00,"SEVENTH ST / ASHBY AVE","T","",1,"WF3RCS","White","Female","30-39","Probation/ Paroleeasonable Suspicion","Citation","Search",12,"3"
"2015-00072901",2015-12-15 12:49:00,"SACRAMENTO ST / ADDISON ST","T","",1,"WF2KAS","White","Female","18-29","K","Arrest","Search",12,"3"
"2015-00072902",2015-12-15 12:50:00,"BELROSE AVE / DERBY ST","T","",1,"AF4IAN","Asian","Female","40+","Investigation","Arrest","No Search",12,"3"
"2015-00072907",2015-12-15 13:05:00,"SAC/BERK","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",13,"3"
"2015-00072910",2015-12-15 13:08:00,"TELE/ASH","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",13,"3"
"2015-00072911",2015-12-15 13:10:00,"UNI/FRONT","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",13,"3"
"2015-00072914",2015-12-15 13:16:00,"CED/CHES","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",13,"3"
"2015-00072916",2015-12-15 13:26:00,"UNI/6TH","T","",1,"AM2TCN","Asian","Male","18-29","Traffic","Citation","No Search",13,"3"
"2015-00072918",2015-12-15 13:27:00,"TENTH ST / UNIVERSITY AVE","T","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",13,"3"
"2015-00072920",2015-12-15 13:36:00,"UNI/8TH","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",13,"3"
"2015-00072921",2015-12-15 13:39:00,"NINTH ST / HEARST AVE","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",13,"3"
"2015-00072926",2015-12-15 13:52:00,"UNI/SAC","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",13,"3"
"2015-00072929",2015-12-15 14:00:00,"UNI/.6TH","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",14,"3"
"2015-00072930",2015-12-15 14:02:00,"UNIVERSITY AVE / SAN PABLO AVE","T","",1,"OF4TWN","Other","Female","40+","Traffic","Warning","No Search",14,"3"
"2015-00072931",2015-12-15 14:09:00,"SAN P/UNI","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",14,"3"
"2015-00072932",2015-12-15 14:15:00,"UNIVERSITY AVE / SEVENTH ST","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",14,"3"
"2015-00072934",2015-12-15 14:31:00,"1000 BLOCK UNIVERSITY AVE","T","",1,"AF2TCN","Asian","Female","18-29","Traffic","Citation","No Search",14,"3"
"2015-00072939",2015-12-15 15:03:00,"ASH/SAN","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",15,"3"
"2015-00072940",2015-12-15 15:13:00,"7TH/ASH","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",15,"3"
"2015-00072944",2015-12-15 15:28:00,"2900 BLOCK SAN PABLO AVE","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",15,"3"
"2015-00072946",2015-12-15 15:43:00,"7TH/POTTER","T","",1,"HM2TCN","Hispanic","Male","18-29","Traffic","Citation","No Search",15,"3"
"2015-00072965",2015-12-15 17:25:00,"SAN PABLO AVE'ASHBY AVE","1194","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",17,"3"
"2015-00072968",2015-12-15 17:35:00,"ALLSTON WAY / M L KING JR WAY","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",17,"3"
"2015-00072974",2015-12-15 18:08:00,"PRINCE ST / CALIFORNIA ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",18,"3"
"2015-00072975",2015-12-15 18:13:00,"DANA ST / BANCROFT WAY","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",18,"3"
"2015-00072978",2015-12-15 18:31:00,"ADDISON ST / MILVIA ST","1194B","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",18,"3"
"2015-00072986",2015-12-15 18:59:00,"MILVIA ST / CHANNING WAY","1194","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",18,"3"
"2015-00072990",2015-12-15 19:30:00,"CHANNING WAY / ELLSWORTH ST","T","",1,"BM3IWS","Black","Male","30-39","Investigation","Warning","Search",19,"3"
"2015-00072995",2015-12-15 19:37:00,"DURANT AVE / TELEGRAPH AVE","T","",1,"BM3TCN","Black","Male","30-39","Traffic","Citation","No Search",19,"3"
"2015-00073000",2015-12-15 20:14:00,"SHATT/CHANNIN","T","",1,"HF3TCN","Hispanic","Female","30-39","Traffic","Citation","No Search",20,"3"
"2015-00073030",2015-12-15 22:50:00,"GILMAN ST / EIGHTH ST","T","",1,"OM1TWN","Other","Male","0-18","Traffic","Warning","No Search",22,"3"
"2015-00073032",2015-12-15 23:01:00,"SIXTH ST / UNIVERSITY AVE","1194","",1,"WM3RWN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Warning","No Search",23,"3"
"2015-00073036",2015-12-15 23:11:00,"SIXTH ST / UNIVERSITY AVE","1196","",1,"BF3RWN","Black","Female","30-39","Probation/ Paroleeasonable Suspicion","Warning","No Search",23,"3"
"2015-00073043",2015-12-15 23:59:00,"700 BLOCK ASHBY AVE","T","M",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",23,"3"
"2015-00073044",2015-12-16 00:15:00,"SAN PABLO AVE / BANCROFT WAY","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",0,"4"
"2015-00073045",2015-12-16 00:24:00,"MCGEE AVE / RUSSELL ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",0,"4"
"2015-00073046",2015-12-16 00:31:00,"SIXTH ST / UNIVERSITY AVE","T","",1,"HM2TWS","Hispanic","Male","18-29","Traffic","Warning","Search",0,"4"
"2015-00073050",2015-12-16 00:48:00,"SHATTUCK AVE / HASTE ST","1196","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",0,"4"
"2015-00073058",2015-12-16 01:38:00,"BANCROFT WAY / FULTON ST","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",1,"4"
"2015-00073059",2015-12-16 01:45:00,"UNIVERSITY AVE / EIGHTH ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",1,"4"
"2015-00073060",2015-12-16 02:07:00,"SHATT/FRANCISCO","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",2,"4"
"2015-00073069",2015-12-16 02:48:00,"UNIVERSITY AVE / SHATTUCK AVE","T","",1,"BM3TCN","Black","Male","30-39","Traffic","Citation","No Search",2,"4"
"2015-00073073",2015-12-16 03:22:00,"GILMAN ST / SIXTH ST","1194B","",1,"WF4IWN","White","Female","40+","Investigation","Warning","No Search",3,"4"
"2015-00073078",2015-12-16 04:31:00,"M L KING JR WAY / CARLETON ST","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",4,"4"
"2015-00073084",2015-12-16 07:57:00,"ASHBY AVE / M L KING JR WAY","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",7,"4"
"2015-00073087",2015-12-16 08:10:00,"SOLANO AVE / COLUSA AVE","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",8,"4"
"2015-00073088",2015-12-16 08:12:00,"BLAKE ST / MILVIA ST","1194B","",1,"AM4TCN","Asian","Male","40+","Traffic","Citation","No Search",8,"4"
"2015-00073093",2015-12-16 08:29:00,"DERBY ST / CLAREMONT BLVD","T","",1,"BF3TCN","Black","Female","30-39","Traffic","Citation","No Search",8,"4"
"2015-00073094",2015-12-16 08:32:00,"DERBY ST / CLAREMONT BLVD","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",8,"4"
"2015-00073095",2015-12-16 08:37:00,"UNIVERSITY AVE / SHATTUCK AVE","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",8,"4"
"2015-00073105",2015-12-16 09:45:00,"BANCROFT WAY / SACRAMENTO ST","T","",1,"AF4TWN","Asian","Female","40+","Traffic","Warning","No Search",9,"4"
"2015-00073108",2015-12-16 10:01:00,"SEVENTH ST / ANTHONY ST","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",10,"4"
"2015-00073110",2015-12-16 10:09:00,"PIEDMONT AVE / DERBY ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",10,"4"
"2015-00073111",2015-12-16 10:10:00,"SEVENTH ST / FOLGER AVE","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",10,"4"
"2015-00073112",2015-12-16 10:11:00,"DERBY ST / CLAREMONT BLVD","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",10,"4"
"2015-00073115",2015-12-16 10:23:00,"DERBY ST / CLAREMONT BLVD","T","",1,"WM2TON","White","Male","18-29","Traffic","Other","No Search",10,"4"
"2015-00073116",2015-12-16 10:24:00,"PIEDMONT AVE / DERBY ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",10,"4"
"2015-00073117",2015-12-16 10:29:00,"700 BLOCK ASHBY AVE","T","",1,"OF2TWN","Other","Female","18-29","Traffic","Warning","No Search",10,"4"
"2015-00073118",2015-12-16 10:34:00,"BEL/DERB","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",10,"4"
"2015-00073121",2015-12-16 10:45:00,"DERBY ST / BELROSE AVE","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",10,"4"
"2015-00073125",2015-12-16 10:59:00,"DERBY ST / CLAREMONT BLVD","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",10,"4"
"2015-00073129",2015-12-16 11:17:00,"BELROSE AVE / DERBY ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",11,"4"
"2015-00073130",2015-12-16 11:19:00,"SIXTY-SEVENTH ST / HOLLIS ST","T","",1,"BF3TCN","Black","Female","30-39","Traffic","Citation","No Search",11,"4"
"2015-00073132",2015-12-16 11:28:00,"FOLGER AVE / SEVENTH ST","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",11,"4"
"2015-00073135",2015-12-16 11:42:00,"SAN PABLO AVE / ADDISON ST","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",11,"4"
"2015-00073143",2015-12-16 12:02:00,"SAN PABLO AVE / HEARST AVE","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",12,"4"
"2015-00073146",2015-12-16 12:15:00,"HEARST AVE / CURTIS ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",12,"4"
"2015-00073148",2015-12-16 12:30:00,"TELE/CARLETON","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",12,"4"
"2015-00073153",2015-12-16 12:36:00,"UNIVERSITY AVE / NINTH ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",12,"4"
"2015-00073154",2015-12-16 12:39:00,"BARROWS LN / BANCROFT WAY","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",12,"4"
"2015-00073157",2015-12-16 12:40:00,"BANCROFT WAY / BOWDITCH ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",12,"4"
"2015-00073162",2015-12-16 12:53:00,"HEARST AVE / M L KING JR WAY","T","",1,"OF2TCN","Other","Female","18-29","Traffic","Citation","No Search",12,"4"
"2015-00073163",2015-12-16 12:55:00,"BANCROFT WAY / TELEGRAPH AVE","1194","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",12,"4"
"2015-00073165",2015-12-16 12:56:00,"BANCROFT WAY / TELEGRAPH AVE","1194B","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",12,"4"
"2015-00073166",2015-12-16 13:04:00,"SHATTUCK AVE / UNIVERSITY AVE","1194B","",1,"BM2TCN","Black","Male","18-29","Traffic","Citation","No Search",13,"4"
"2015-00073167",2015-12-16 13:05:00,"SAN PABLO AVE / UNIVERSITY AVE","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",13,"4"
"2015-00073170",2015-12-16 13:15:00,"SAN PABLO AVE / PARKER ST","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",13,"4"
"2015-00073172",2015-12-16 13:17:00,"MILVIA ST / CENTER ST","1194B","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",13,"4"
"2015-00073176",2015-12-16 13:23:00,"MILVIA ST / ALLSTON WAY","1194","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",13,"4"
"2015-00073177",2015-12-16 13:27:00,"37.8693028530001~-122.272234021","1194","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",13,"4"
"2015-00073179",2015-12-16 13:31:00,"ADDISON ST / SAN PABLO AVE","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",13,"4"
"2015-00073182",2015-12-16 13:36:00,"2200 BLOCK M L KING JR WAY","1194B","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",13,"4"
"2015-00073192",2015-12-16 14:08:00,"DWIGHT WAY / M L KING JR WAY","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",14,"4"
"2015-00073208",2015-12-16 15:18:00,"UNIVERSITY AVE / SIXTH ST","T","",1,"WM1WCS","White","Male","0-18","Wanted","Citation","Search",15,"4"
"2015-00073210",2015-12-16 15:22:00,"UNIVERSITY AVE / SAN PABLO AVE","T","",1,"AM4TCN","Asian","Male","40+","Traffic","Citation","No Search",15,"4"
"2015-00073213",2015-12-16 15:31:00,"SAN PABLO AVE / UNIVERSITY AVE","T","",1,"HM2WAS","Hispanic","Male","18-29","Wanted","Arrest","Search",15,"4"
"2015-00073215",2015-12-16 15:40:00,"64TH ST / HOLLIS ST","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",15,"4"
"2015-00073217",2015-12-16 15:41:00,"HOLLIS ST / SIXTY-SEVENTH ST","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",15,"4"
"2015-00073220",2015-12-16 15:49:00,"UNIVERSITY AVE / ACTON ST","T","",1,"HM2KWS","Hispanic","Male","18-29","K","Warning","Search",15,"4"
"2015-00073221",2015-12-16 15:50:00,"SIXTY-SIXTH ST / HOLLIS ST","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",15,"4"
"2015-00073230",2015-12-16 16:20:00,"37.847157598~-122.30021164","T","",1,"HM3TCN","Hispanic","Male","30-39","Traffic","Citation","No Search",16,"4"
"2015-00073238",2015-12-16 16:57:00,"SAN PABLO AVE / ASHBY AVE","1194","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",16,"4"
"2015-00073253",2015-12-16 17:54:00,"ALLSTON WAY / OXFORD ST","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",17,"4"
"2015-00073266",2015-12-16 19:16:00,"SAN PABLO AVE / WARD ST","T","",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",19,"4"
"2015-00073278",2015-12-16 19:49:00,"GILMAN ST / SIXTH ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",19,"4"
"2015-00073279",2015-12-16 19:57:00,"SACRAMENTO ST / RUSSELL ST","T","",1,"AM4TWN","Asian","Male","40+","Traffic","Warning","No Search",19,"4"
"2015-00073305",2015-12-16 21:58:00,"BERKELEY WAY / SHATTUCK AVE","1194","",1,"HM2KWN","Hispanic","Male","18-29","K","Warning","No Search",21,"4"
"2015-00073314",2015-12-16 22:44:00,"M L KING JR WAY / CHANNING WAY","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",22,"4"
"2015-00073318",2015-12-16 23:01:00,"37.895355453~-122.273583691","1196","M",1,"WM2IWN","White","Male","18-29","Investigation","Warning","No Search",23,"4"
"2015-00073318",2015-12-16 23:01:00,"37.895355453~-122.273583691","1196","M",2,"HM2IWN","Hispanic","Male","18-29","Investigation","Warning","No Search",23,"4"
"2015-00073319",2015-12-16 23:11:00,"INDIAN ROCK","1196","",1,"WM2IWS","White","Male","18-29","Investigation","Warning","Search",23,"4"
"2015-00073319",2015-12-16 23:11:00,"INDIAN ROCK","1196","",2,"HF2IWS","Hispanic","Female","18-29","Investigation","Warning","Search",23,"4"
"2015-00073319",2015-12-16 23:11:00,"INDIAN ROCK","1196","",3,"HM2IWS","Hispanic","Male","18-29","Investigation","Warning","Search",23,"4"
"2015-00073319",2015-12-16 23:11:00,"INDIAN ROCK","1196","",4,"AM2IWS","Asian","Male","18-29","Investigation","Warning","Search",23,"4"
"2015-00073322",2015-12-16 23:22:00,"STUART ST / HILLEGASS AVE","1196","",1,"WM2IWN","White","Male","18-29","Investigation","Warning","No Search",23,"4"
"2015-00073323",2015-12-16 23:32:00,"M L KING JR WAY / UNIVERSITY AVE","T","",1,"OF3TCN","Other","Female","30-39","Traffic","Citation","No Search",23,"4"
"2015-00073328",2015-12-16 23:57:00,"SACRAMENTO ST / PRINCE ST","T","",1,"BM2TCS","Black","Male","18-29","Traffic","Citation","Search",23,"4"
"2015-00073329",2015-12-16 23:58:00,"BLAKE ST / M L KING JR WAY","1194B","P",1,"OM4IAS","Other","Male","40+","Investigation","Arrest","Search",23,"4"
"2015-00073330",2015-12-16 23:59:00,"THE ALAMEDA / CATALINA AVE","T","",1,"AM4TWN","Asian","Male","40+","Traffic","Warning","No Search",23,"4"
"2015-00073332",2015-12-17 00:13:00,"MARIN AVE / SAN PABLO AVE","T","",1,"HM3TWN","Hispanic","Male","30-39","Traffic","Warning","No Search",0,"5"
"2015-00073332",2015-12-17 00:13:00,"MARIN AVE / SAN PABLO AVE","T","",2,"AM3TWN","Asian","Male","30-39","Traffic","Warning","No Search",0,"5"
"2015-00073334",2015-12-17 00:18:00,"ASHBY AVE / M L KING JR WAY","1196","",1,"BM4TCS","Black","Male","40+","Traffic","Citation","Search",0,"5"
"2015-00073335",2015-12-17 00:19:00,"SAN PABLO AVE/59TH ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",0,"5"
"2015-00073336",2015-12-17 00:23:00,"DWIGHT WAY / MCKINLEY AVE","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",0,"5"
"2015-00073337",2015-12-17 00:24:00,"65/HER","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",0,"5"
"2015-00073341",2015-12-17 00:42:00,"WALNUT ST / DELAWARE ST","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",0,"5"
"2015-00073344",2015-12-17 02:51:00,"ADDISON ST / WEST ST","1194B","M",1,"BF4IWN","Black","Female","40+","Investigation","Warning","No Search",2,"5"
"2015-00073345",2015-12-17 03:08:00,"DWIGHT WAY / NINTH ST","T","M",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",3,"5"
"2015-00073345",2015-12-17 03:08:00,"DWIGHT WAY / NINTH ST","T","M",2,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",3,"5"
"2015-00073348",2015-12-17 03:37:00,"FOURTH ST / ADDISON ST","1196","M",1,"WM4IWS","White","Male","40+","Investigation","Warning","Search",3,"5"
"2015-00073350",2015-12-17 04:01:00,"SEVENTH ST / PARDEE ST","T","M",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",4,"5"
"2015-00073352",2015-12-17 05:04:00,"M L KING JR WAY / ROSE ST","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",5,"5"
"2015-00073376",2015-12-17 08:55:00,"PIEDMONT AVE / DERBY ST","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",8,"5"
"2015-00073381",2015-12-17 09:13:00,"BELROSE AVE / DERBY ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",9,"5"
"2015-00073383",2015-12-17 09:27:00,"BELROSE AVE / DERBY ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",9,"5"
"2015-00073385",2015-12-17 09:42:00,"BELROSE/DERBY","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",9,"5"
"2015-00073388",2015-12-17 09:57:00,"1000 BLOCK ASHBY AVE","T","",1,"HM4TCN","Hispanic","Male","40+","Traffic","Citation","No Search",9,"5"
"2015-00073389",2015-12-17 10:06:00,"SEVENTH ST / POTTER ST","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",10,"5"
"2015-00073392",2015-12-17 10:21:00,"SEVENTH ST / ADDISON ST","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",10,"5"
"2015-00073425",2015-12-17 12:52:00,"SACRAMENTO ST / OREGON ST","T","",1,"BF4TCN","Black","Female","40+","Traffic","Citation","No Search",12,"5"
"2015-00073430",2015-12-17 13:03:00,"ALLSON/SPAULDING","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",13,"5"
"2015-00073451",2015-12-17 15:19:00,"SEVENTH ST / FOLGER AVE","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",15,"5"
"2015-00073460",2015-12-17 15:55:00,"700 BLOCK ASHBY AVE","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",15,"5"
"2015-00073466",2015-12-17 16:18:00,"37.8494135490001~-122.298472239","T","",1,"OF4TCN","Other","Female","40+","Traffic","Citation","No Search",16,"5"
"2015-00073468",2015-12-17 16:27:00,"ASHBY AVE / SEVENTH ST","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",16,"5"
"2015-00073470",2015-12-17 16:29:00,"M L KING JR WAY / CHANNING WAY","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",16,"5"
"2015-00073472",2015-12-17 16:39:00,"WEST FRONTAGE/I80 WB ON RAMP","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",16,"5"
"2015-00073475",2015-12-17 16:48:00,"BLAKE ST / M L KING JR WAY","T","",1,"HM3TWN","Hispanic","Male","30-39","Traffic","Warning","No Search",16,"5"
"2015-00073476",2015-12-17 16:51:00,"I80 EAST (OFF RAMP)","T","",1,"BM2TCN","Black","Male","18-29","Traffic","Citation","No Search",16,"5"
"2015-00073477",2015-12-17 16:59:00,"ASHBY/7TH","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",16,"5"
"2015-00073496",2015-12-17 18:44:00,"M L KING JR WAY / ALCATRAZ AVE","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",18,"5"
"2015-00073497",2015-12-17 18:54:00,"WFRONT/UNI","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",18,"5"
"2015-00073503",2015-12-17 19:39:00,"SEAWALL DR / UNIVERSITY AVE","1196","M",1,"HF2RWN","Hispanic","Female","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",19,"5"
"2015-00073503",2015-12-17 19:39:00,"SEAWALL DR / UNIVERSITY AVE","1196","M",2,"HM2RWN","Hispanic","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",19,"5"
"2015-00073517",2015-12-17 21:42:00,"DERBY ST / SACRAMENTO ST","T","FC",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",21,"5"
"2015-00073533",2015-12-17 23:03:00,"ALLSTON WAY / M L KING JR WAY","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",23,"5"
"2015-00073534",2015-12-17 23:05:00,"SAN PABLO AVE / UNIVERSITY AVE","T","",1,"HM3TWN","Hispanic","Male","30-39","Traffic","Warning","No Search",23,"5"
"2015-00073535",2015-12-17 23:06:00,"GRIZZLY PEAK BLVD / SHASTA RD","T","P",1,"BF2TWS","Black","Female","18-29","Traffic","Warning","Search",23,"5"
"2015-00073535",2015-12-17 23:06:00,"GRIZZLY PEAK BLVD / SHASTA RD","T","P",2,"BM2TAS","Black","Male","18-29","Traffic","Arrest","Search",23,"5"
"2015-00073537",2015-12-17 23:18:00,"SAN PABLO AVE / BURNETT ST","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",23,"5"
"2015-00073538",2015-12-17 23:20:00,"SAN PABLO AVE / CHANNING WAY","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",23,"5"
"2015-00073540",2015-12-17 23:25:00,"ADDISON ST / SACRAMENTO ST","T","AR, P",1,"BM4TAS","Black","Male","40+","Traffic","Arrest","Search",23,"5"
"2015-00073543",2015-12-18 00:19:00,"MILVIA ST / HEARST AVE","1194B","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",0,"6"
"2015-00073544",2015-12-18 00:24:00,"SAN PABLO AVE / UNIVERSITY AVE","T","",1,"WF3TWN","White","Female","30-39","Traffic","Warning","No Search",0,"6"
"2015-00073545",2015-12-18 00:26:00,"SHATTUCK AVE / DWIGHT WAY","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",0,"6"
"2015-00073546",2015-12-18 00:27:00,"MABEL ST / CARRISON ST","1196","FC",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",0,"6"
"2015-00073547",2015-12-18 00:29:00,"SAN PABLO AVE / PARKER ST","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",0,"6"
"2015-00073550",2015-12-18 00:59:00,"ASHBY AVE / NINTH ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",0,"6"
